Attribute	Label	Weight
next_word.lower():grieze	B-MISC	1.353201
word.suffix2:ou	O	1.352578
word.suffix3:Jan	B-PER	1.352337
word.lower():riekes	B-PER	1.349803
next_word.lower():smit	B-PER	1.349528
next_word.lower():baone	B-MISC	1.349435
word.lower():bremen	B-LOC	1.349243
word.lower():middenstanders	O	1.348266
prev_word.lower():wakk're	O	1.348266
word.prefix3:Moa	O	1.347938
word.lower():bestuur	B-MISC	1.347293
word.prefix3:Chr	B-PER	1.346682
word.prefix3:Gar	B-PER	1.345739
word.suffix3:nie	B-PER	1.344341
prev_word.lower():olympisch	I-LOC	1.341642
prev_word.lower():echt	B-MISC	1.341264
word.suffix3:EMA	B-PER	1.340899
word.suffix2:MA	B-PER	1.340899
word.lower():loert	O	1.340158
word.suffix3:oap	B-PER	1.340005
next_word.lower():den	O	1.336545
word.prefix2:Dr	B-LOC	1.336183
word.prefix2:Fi	I-LOC	1.3361
next_word.lower():de	I-PER	1.333737
word.lower():beuzebelder	B-MISC	1.333178
word.suffix3:ize	B-PER	1.3327
next_word.lower():zai	O	1.332442
word.suffix3:ara	B-PER	1.33096
word.lower():munster	B-LOC	1.330429
word.prefix3:Poe	O	1.329895
word.lower():daam	B-LOC	1.329122
word.prefix2:Va	O	1.328524
next_word.lower():'t	O	1.328145
word.prefix3:Vao	O	1.328097
prev_word.lower():kouers	I-PER	1.327205
word.lower():gods	B-MISC	1.326304
word.suffix3:ods	B-MISC	1.326304
word.lower():dirkjan	B-PER	1.326266
word.suffix3:jan	B-PER	1.326266
word.prefix3:Dir	B-PER	1.326266
word.suffix3:lis	B-PER	1.325288
word.lower():okaphone	B-MISC	1.325272
word.prefix3:Oka	B-MISC	1.325272
word.suffix3:iao	I-MISC	1.32446
next_word.lower():mozes	I-MISC	1.322556
next_word.lower():zunder	I-MISC	1.321808
word.prefix3:Men	O	1.321771
word.lower():poepen	O	1.320763
word.prefix2:Ti	B-PER	1.320413
next_word.lower():och	B-LOC	1.319807
word.prefix3:God	B-PER	1.319134
word.lower():wifi	B-MISC	1.319131
word.wordshape():XxXx	B-MISC	1.319131
word.suffix3:iFi	B-MISC	1.319131
word.suffix2:Fi	B-MISC	1.319131
word.prefix3:WiF	B-MISC	1.319131
word.prefix3:wes	B-MISC	1.318621
word.suffix3:ags	B-MISC	1.317808
word.lower():okko	B-PER	1.317201
word.suffix3:kko	B-PER	1.317201
next_word.lower():heerestroat	B-LOC	1.312146
word.prefix3:Ket	B-PER	1.311577
word.suffix3:ulf	B-PER	1.31119
word.prefix3:Bra	B-PER	1.31111
word.wordshape():xxxxxxxxxxxxxxxxxxx	B-MISC	1.310124
word.suffix3:ste	O	1.309452
word.lower():jullens	B-PER	1.309037
word.wordshape():Xxxxxx	B-PER	1.308019
word.suffix3:ren	B-MISC	1.306715
word.prefix3:Kai	O	1.305609
word.prefix3:hoo	B-MISC	1.305105
word.suffix2:ng	B-ORG	1.304642
word.lower():plaiter	B-PER	1.304621
word.prefix2:Br	I-PER	1.304107
word.lower():vraagbaak	O	1.301438
word.suffix2:ma	B-PER	1.301409
word.lower():pinkster	B-MISC	1.301295
word.lower():moeke	O	1.298199
word.suffix3:ens	B-MISC	1.296262
word.prefix3:Koo	B-PER	1.295756
word.suffix3:mel	I-PER	1.294719
word.lower():poolsteern	B-MISC	1.294675
word.lower():snijwitjedij	B-PER	1.294554
prev_word.isupper()	I-MISC	1.294224
word.lower():drents	B-LOC	1.292332
word.lower():heerestroat	I-LOC	1.291487
word.lower():jeuden	B-MISC	1.290742
word.prefix3:Jeu	B-MISC	1.290742
word.suffix3:oom	B-PER	1.289884
word.prefix3:Pin	B-MISC	1.289322
word.prefix2:Ma	I-ORG	1.287275
word.lower():mozes	B-PER	1.286696
word.suffix3:nts	B-LOC	1.285888
word.suffix3:weg	I-LOC	1.285163
next_word.lower():uutbannen	B-PER	1.284677
word.lower():rieks	B-PER	1.284153
prev_word.lower():mulder's	B-PER	1.284153
word.lower():steffen	B-PER	1.283546
word.suffix3:oad	O	1.28284
word.lower():mulder's	B-PER	1.281454
word.suffix3:r's	B-PER	1.281454
word.prefix3:mul	B-PER	1.281454
next_word.lower():rieks	B-PER	1.281454
word.lower():vraizen	B-MISC	1.279821
word.lower():tru	B-PER	1.278821
word.suffix3:Tru	B-PER	1.278821
word.suffix2:ru	B-PER	1.278821
next_word.lower():zuidwest	B-LOC	1.277903
prev_word.lower():wet	I-MISC	1.277597
word.lower():jaantje	O	1.277549
word.suffix3:amp	B-LOC	1.276448
word.suffix2:os	B-PER	1.275474
word.lower():steemer	B-LOC	1.275087
word.suffix3:nst	O	1.273833
word.lower():masten	O	1.273207
word.prefix3:Mas	O	1.273207
next_word.lower():hulst	I-PER	1.272805
word.suffix2:ks	B-MISC	1.272617
word.lower():handel	O	1.272463
word.wordshape():xxxxxxxxxxxxxx	B-LOC	1.271308
word.lower():bruna	B-ORG	1.271252
word.suffix2:èn	B-MISC	1.27077
word.suffix3:una	B-ORG	1.270219
word.lower():paoske	B-MISC	1.268916
word.prefix3:Dra	O	1.268263
word.lower():compagnie	O	1.266835
word.lower():volksalmanak	B-MISC	1.266755
word.suffix3:nak	B-MISC	1.266755
word.lower():zöndags	B-MISC	1.266498
word.lower():dâm	I-LOC	1.265792
word.suffix3:Dâm	I-LOC	1.265792
word.suffix2:âm	I-LOC	1.265792
word.prefix3:Dâm	I-LOC	1.265792
word.prefix2:Dâ	I-LOC	1.265792
word.prefix3:Eng	B-MISC	1.265024
word.lower():zundoagsch	O	1.262972
word.suffix2:mp	B-LOC	1.261257
word.lower():kolthekbuurt	B-LOC	1.259051
word.suffix3:Dam	I-PER	1.258111
word.lower():dam	I-PER	1.258043
word.prefix3:Baa	B-PER	1.257204
word.suffix3:ilt	O	1.257014
word.lower():dedde	B-PER	1.25698
word.prefix3:Tja	B-MISC	1.255775
word.prefix3:Poo	B-MISC	1.25556
word.wordshape():xxxxxx'x	B-PER	1.254258
word.lower():saksies	B-MISC	1.254047
word.prefix3:Sak	B-MISC	1.254047
next_word.lower():dialekt	B-MISC	1.254047
next_word.lower():macht	O	1.253379
word.prefix2:wa	B-ORG	1.250612
word.prefix3:Kla	B-PER	1.24995
next_word.lower():waiten	B-PER	1.248668
next_word.lower():dâm	B-LOC	1.247567
word.prefix2:Ok	B-MISC	1.247134
next_word.lower():bluit	O	1.246012
word.lower():verainen	O	1.245877
word.lower():tjamsweerster	B-MISC	1.245872
next_word.lower():balkje	B-MISC	1.245872
word.prefix3:Wie	O	1.245167
next_word.lower():jullens	O	1.241471
word.lower():pzn	B-LOC	1.241056
word.suffix3:Pzn	B-LOC	1.241056
next_word.lower():heb	B-MISC	1.240927
word.suffix3:per	B-PER	1.240372
word.lower():zuudbroukster	B-LOC	1.239667
next_word.lower():tjaalkschipper	B-LOC	1.239667
word.lower():jannewoarie	B-MISC	1.238704
word.lower():zöndag	B-MISC	1.238153
word.lower():kees	B-PER	1.238019
word.lower():doldert	B-MISC	1.237252
word.prefix3:Dol	B-MISC	1.237252
word.suffix2:zn	B-LOC	1.236878
word.suffix2:ap	I-ORG	1.236343
word.lower():mans	B-PER	1.235838
next_word.lower():nog	B-PER	1.23068
word.lower():laid	I-MISC	1.229537
next_word.lower():zien	B-PER	1.229331
next_word.lower():hoogeland	B-LOC	1.229144
next_word.lower():teis	B-LOC	1.22793
word.prefix3:Blo	B-MISC	1.227857
word.suffix3:dij	B-PER	1.22778
word.suffix3:ven	B-MISC	1.227589
word.prefix3:Kam	B-PER	1.2273
word.suffix3:ote	B-ORG	1.227082
word.prefix3:LAI	I-MISC	1.22669
word.suffix3:hap	I-ORG	1.225524
word.lower():zuid	B-LOC	1.225176
word.lower():hoag	B-LOC	1.224567
word.suffix2:ot	B-LOC	1.22327
word.suffix2:pt	O	1.22245
word.lower():maor	B-LOC	1.222246
prev_word.lower():want	B-MISC	1.220499
word.lower():zöndagse	O	1.219326
word.prefix3:Bör	B-LOC	1.21922
word.prefix2:Bö	B-LOC	1.21922
word.suffix2:ER	B-MISC	1.218345
word.suffix2:ag	I-LOC	1.218074
word.suffix3:uid	B-LOC	1.216737
word.suffix3:oat	I-LOC	1.216523
word.prefix2:Ni	B-LOC	1.216294
word.prefix2:de	I-PER	1.215926
word.suffix2:rm	B-PER	1.215893
word.suffix2:ad	I-LOC	1.213287
word.suffix2:uu	O	1.211844
word.prefix3:Joo	B-PER	1.211628
word.suffix3:oon	B-LOC	1.210651
word.prefix3:Hie	O	1.208466
word.suffix2:or	B-LOC	1.207528
word.prefix2:LA	I-MISC	1.205686
word.suffix3:ank	B-LOC	1.205478
word.suffix3:eur	O	1.205199
prev_word.lower():'n	I-LOC	1.204781
prev_word.lower():of	B-LOC	1.202926
word.suffix2:te	O	1.202094
word.prefix2:du	B-PER	1.199898
word.suffix3:luu	O	1.197562
word.lower():jut	B-PER	1.197358
word.suffix3:Jut	B-PER	1.197358
word.prefix3:Jut	B-PER	1.197358
word.lower():rikaô	B-PER	1.196416
word.suffix3:kaô	B-PER	1.196416
word.suffix2:aô	B-PER	1.196416
word.prefix3:Rik	B-PER	1.196416
word.suffix2:eg	I-LOC	1.195667
word.lower():haog	I-LOC	1.195101
word.suffix3:ain	O	1.194697
word.lower():groote	O	1.194663
prev_word.lower():kriegen	B-MISC	1.194222
next_word.lower():of	B-LOC	1.194211
word.prefix3:Rie	B-MISC	1.194168
word.suffix3:aog	I-LOC	1.193981
word.lower():korban	B-MISC	1.193376
word.lower():edammer	B-MISC	1.193351
word.prefix3:Eda	B-MISC	1.193351
word.suffix3:ban	B-MISC	1.193068
word.lower():zundag	B-MISC	1.192987
word.lower():waiverder	B-MISC	1.192915
word.suffix2:am	B-LOC	1.192282
word.lower():vraisland	B-LOC	1.192231
next_word.lower():levert	B-MISC	1.192189
word.lower():hooger	O	1.19136
next_word.lower():oost	B-LOC	1.191154
next_word.lower():tien	O	1.19107
word.suffix2:no	B-ORG	1.19086
word.lower():gruno	B-ORG	1.18978
word.suffix3:uno	B-ORG	1.18978
word.lower():riek	I-MISC	1.189489
next_word.lower():moar	O	1.18684
word.lower():steem	B-LOC	1.18576
word.prefix3:Ded	B-PER	1.185549
word.prefix3:Pai	I-LOC	1.183508
word.prefix3:Hin	I-PER	1.182757
next_word.lower():?	I-LOC	1.182638
next_word.lower():landschap	B-LOC	1.181116
word.prefix2:Vr	O	1.180619
word.lower():komaan	O	1.18047
word.prefix3:Okk	B-PER	1.180068
word.prefix3:nei	B-MISC	1.17981
word.prefix3:Win	I-LOC	1.179801
word.suffix2:ar	I-PER	1.179089
prev_word.lower():verainen	B-ORG	1.179024
word.wordshape():Xxxxx	I-PER	1.178094
next_word.lower():stientje	O	1.176836
prev_word.lower():ale	B-MISC	1.176745
word.prefix3:der	B-PER	1.174349
next_word.lower():v.	O	1.17339
word.suffix3:ood	B-PER	1.173048
word.prefix3:Zoa	B-MISC	1.170978
word.prefix3:Bou	B-PER	1.170628
word.prefix3:Mun	B-LOC	1.169481
word.lower():legioen	B-PER	1.16921
word.lower():damster	B-MISC	1.169081
next_word.lower():taal	B-MISC	1.169081
word.suffix3:aël	B-PER	1.168695
word.lower():hoogeland	I-LOC	1.168182
word.prefix3:Hon	O	1.167922
word.lower():rais	O	1.166887
word.prefix2:Ma	B-LOC	1.1652
next_word.lower():swinderen	B-PER	1.163215
word.lower():elba	B-LOC	1.162759
word.suffix3:lba	B-LOC	1.162759
word.prefix3:Elb	B-LOC	1.162759
word.lower():eekste	B-LOC	1.16255
prev_word.lower():zee	B-PER	1.162493
word.lower():zuidwest	I-LOC	1.162161
word.wordshape():XxxxXxxx	I-LOC	1.162161
word.lower():snijwitje	B-PER	1.161967
word.lower():engelschen	O	1.161827
word.prefix3:Grö	B-LOC	1.161472
word.prefix3:gri	I-MISC	1.160946
word.prefix2:Lo	B-MISC	1.160586
word.prefix2:Ke	O	1.157769
word.suffix2:ba	B-LOC	1.157585
word.lower():tigris	B-LOC	1.155981
next_word.lower():rages	O	1.15563
next_word.lower():oet	O	1.155486
next_word.lower():nuigt	I-ORG	1.153338
word.lower():oljoarsoavend	B-MISC	1.151348
word.suffix3:ers	O	1.150278
word.prefix3:ver	O	1.149777
word.suffix3:gel	B-PER	1.149763
word.lower():stadspaark	B-LOC	1.148305
word.prefix2:Zu	I-LOC	1.147862
prev_word.lower():wazzen	B-MISC	1.147633
word.prefix3:Vat	B-MISC	1.147404
word.lower():swinderen	I-PER	1.147238
next_word.lower():fivelingoo	B-LOC	1.146576
word.prefix3:Bel	B-MISC	1.146414
word.lower():cinten	I-MISC	1.145604
word.lower():inlaaiden	O	1.14455
prev_word.lower():laan	O	1.14455
next_word.lower():dat	B-MISC	1.144311
word.prefix3:Kor	B-MISC	1.143818
word.lower():nedersaksies	B-MISC	1.142861
word.prefix2:om	I-LOC	1.142781
word.prefix3:Keu	O	1.139341
word.prefix3:Tig	B-LOC	1.137732
word.lower():hoag	I-LOC	1.137058
word.suffix2:ts	B-MISC	1.136887
word.prefix3:Tri	B-PER	1.135162
word.prefix3:cin	I-MISC	1.13511
word.prefix3:Reg	O	1.135017
word.ingazetteer	I-PER	1.134203
word.lower():helpen	B-LOC	1.134094
word.prefix2:ci	I-MISC	1.133185
word.lower():ramsum	B-LOC	1.132514
next_word.lower():tied	B-MISC	1.131835
word.suffix3:aor	B-MISC	1.131553
word.lower():nait	O	1.131137
word.prefix3:aol	B-MISC	1.130951
word.lower():lub	B-PER	1.130795
word.suffix3:Lub	B-PER	1.130795
prev_word.lower():dikkie	B-PER	1.130795
prev_word.lower():zègt	O	1.129168
word.lower():olders	O	1.12912
word.lower():vloams	B-MISC	1.128759
prev_word.lower():poppie	B-MISC	1.128759
prev_word.lower():.	I-PER	1.126511
word.lower():hemelriek	I-LOC	1.125625
word.lower():pictura	B-ORG	1.125413
word.suffix3:ura	B-ORG	1.125413
word.prefix3:Pic	B-ORG	1.125413
word.suffix3:kob	B-PER	1.125208
next_word.lower():starkenborgh	I-PER	1.124973
word.suffix2:ed	O	1.124633
next_word.lower():weg	B-LOC	1.124295
word.lower():boer	B-PER	1.124251
word.prefix3:Sta	B-LOC	1.123837
word.wordshape():Xxxxx	B-PER	1.123069
next_word.lower():antwoordde	B-PER	1.12255
word.lower():baalders	B-PER	1.122323
word.suffix2:ob	B-PER	1.1216
word.suffix2:rk	B-PER	1.120704
next_word.lower():bloots	B-PER	1.120639
word.prefix3:Maa	B-PER	1.119037
word.suffix2:'s	B-MISC	1.118868
word.lower():zunder	O	1.118861
word.lower():wupke	B-PER	1.11705
word.prefix3:Wup	B-PER	1.11705
word.prefix2:Wu	B-PER	1.11705
word.lower():vrais	B-MISC	1.114021
word.suffix2:ai	O	1.113056
prev_word.lower():ol	B-PER	1.112132
word.lower():bouwmeester	B-PER	1.111324
word.suffix3:ams	B-MISC	1.107647
next_word.lower():terwereld	B-PER	1.107594
word.lower():jezus	B-PER	1.107511
word.prefix3:Jez	B-PER	1.107511
word.lower():jochen	B-PER	1.106506
word.prefix3:Joc	B-PER	1.106506
word.wordshape():Xxxxxxxxxxx	B-MISC	1.106006
word.prefix2:mu	B-PER	1.105567
word.suffix2:ub	B-PER	1.10522
next_word.lower():dörp	B-LOC	1.104367
prev_word.lower():zundagmörgens	B-PER	1.104354
word.prefix2:Ra	B-LOC	1.10369
word.suffix2:le	B-LOC	1.103654
next_word.lower():ze	O	1.102805
word.prefix2:An	B-PER	1.102658
word.lower():ruggepaark	B-MISC	1.099703
word.lower():franse	B-MISC	1.098974
next_word.lower():chasseurs	B-MISC	1.098974
word.lower():ebbens	B-PER	1.098622
word.prefix3:Ebb	B-PER	1.098622
word.prefix2:Eb	B-PER	1.098622
word.suffix3:pen	I-MISC	1.098596
word.lower():pott	B-PER	1.097061
word.suffix3:ott	B-PER	1.097061
word.lower():loo	B-LOC	1.096189
word.suffix3:Loo	B-LOC	1.096189
word.suffix3:art	I-MISC	1.09607
word.suffix3:nse	B-MISC	1.095338
word.suffix2:ft	O	1.095312
word.lower():achikar	I-PER	1.09479
word.suffix3:kar	I-PER	1.09479
word.prefix3:Aar	O	1.094681
prev_word.lower():zes	B-MISC	1.094408
word.suffix3:aak	B-PER	1.094051
prev_word.lower():ie	B-PER	1.093809
next_word.lower():was	B-PER	1.092927
word.prefix2:Br	B-LOC	1.091823
word.prefix3:hem	I-LOC	1.09124
prev_word.lower():dien	I-LOC	1.091081
word.prefix2:La	I-PER	1.090553
word.suffix3:ede	B-PER	1.090015
word.prefix3:Woa	O	1.088948
next_word.lower():over	O	1.08833
word.lower():trilt	O	1.087512
word.prefix3:Luk	B-PER	1.087278
word.lower():maarkus	I-ORG	1.085919
word.suffix3:kus	I-ORG	1.085919
word.prefix3:Din	O	1.085827
word.prefix3:Far	B-MISC	1.085328
word.wordshape():'x	O	1.085185
word.suffix3:een	B-LOC	1.084871
word.suffix3:zie	B-LOC	1.084239
word.suffix2:ig	O	1.083532
word.suffix2:eg	O	1.082944
word.prefix3:Hee	B-PER	1.082685
word.lower():mensken	I-MISC	1.081183
word.suffix3:ion	I-LOC	1.080013
prev_word.lower():veur	B-MISC	1.079725
word.lower():nijjaor	B-MISC	1.07826
word.prefix3:Klo	B-PER	1.077366
word.lower():doomnie	O	1.077173
word.lower():sunterkloas	B-MISC	1.075523
word.prefix3:men	B-ORG	1.075486
word.wordshape():XX	O	1.075358
word.lower():marijke	B-PER	1.071045
word.prefix2:Ko	B-LOC	1.070417
word.prefix3:Moz	B-PER	1.069413
word.suffix3:urg	O	1.069403
prev_word.lower():boeten	B-LOC	1.068916
word.lower():noäch	B-PER	1.068845
word.suffix3:äch	B-PER	1.068845
word.prefix3:Noä	B-PER	1.068845
word.suffix3:ine	B-ORG	1.068775
prev_word.lower():.	O	1.068654
word.prefix2:Wa	O	1.068424
word.suffix3:eks	B-MISC	1.068384
word.lower():medië	B-LOC	1.066744
word.suffix3:dië	B-LOC	1.066744
word.prefix2:Ve	O	1.065189
word.prefix2:De	B-LOC	1.064468
word.lower():schouwburg	O	1.063859
word.prefix3:Med	B-LOC	1.063437
word.lower():frans	B-PER	1.062723
word.suffix3:jke	B-PER	1.062266
word.suffix3:eze	I-MISC	1.060936
word.lower():romeinen	B-MISC	1.058514
word.lower():rafaël	B-PER	1.057745
word.prefix3:Raf	B-PER	1.057745
word.lower():bere	I-PER	1.057723
word.suffix3:sch	B-MISC	1.056464
next_word.lower():naor	B-LOC	1.055759
word.suffix3:est	I-LOC	1.055634
prev_word.lower():woorden	O	1.054235
word.lower():grootvoader	O	1.053752
word.suffix3:aon	B-MISC	1.053101
word.suffix2:eg	B-LOC	1.052618
word.prefix3:Hoe	O	1.052476
word.suffix3:zus	B-PER	1.05238
word.suffix3:zen	B-MISC	1.051858
word.lower():zöndagsmiddags	B-MISC	1.051851
word.prefix3:Zoo	O	1.051804
word.lower():jaantjewicht	B-PER	1.051784
next_word.lower():gungt	B-MISC	1.050601
word.lower():belgie	B-ORG	1.050192
word.lower():wiekie	B-PER	1.047167
word.lower():sjonnie	B-PER	1.046911
prev_word.lower():no	B-PER	1.046804
word.suffix2:al	O	1.046517
word.lower():joakob	B-PER	1.046276
next_word.lower():trok	O	1.045943
word.lower():d’grunnegers	B-MISC	1.045835
word.wordshape():x’Xxxxxxxxxx	B-MISC	1.045835
word.lower():royaards	B-PER	1.045783
word.prefix3:Roy	B-PER	1.045783
word.lower():kampen	B-PER	1.045337
word.suffix2:rg	O	1.045224
word.wordshape():x’xxxxxx	O	1.044789
word.lower():provinzie	B-LOC	1.044653
next_word.lower():cinten	B-MISC	1.044472
prev_word.lower():boomen	O	1.044439
word.prefix3:Lem	O	1.044344
next_word.lower():heeft	B-PER	1.044161
next_word.isdigit()	O	1.043986
word.lower():,	O	1.04387
word.wordshape():,	O	1.04387
word.suffix3:,	O	1.04387
word.suffix2:,	O	1.04387
word.prefix3:,	O	1.04387
word.prefix2:,	O	1.04387
word.prefix3:Bot	I-PER	1.043827
word.prefix3:Vol	B-MISC	1.043083
prev_word.lower():knechten	B-MISC	1.04261
next_word.lower():wodde	B-MISC	1.041631
word.lower():bermester	O	1.041317
word.suffix3:nde	O	1.040977
word.lower():botter	I-PER	1.040401
word.prefix3:Swi	I-PER	1.040361
word.prefix3:Teg	O	1.040257
word.suffix3:hof	B-PER	1.039996
word.wordshape():Xxxxxxxxx	B-LOC	1.039785
next_word.lower():roemte	B-MISC	1.037939
word.suffix3:rds	B-PER	1.037785
word.prefix2:oo	B-MISC	1.037284
word.suffix3:Wet	B-MISC	1.03719
word.prefix3:Oll	B-MISC	1.037042
prev_word.lower():vaoder	B-PER	1.036943
word.lower():raodskelderaovend	B-MISC	1.036507
word.prefix2:Zo	B-MISC	1.036071
word.suffix2:j.	O	1.034637
word.prefix3:Hel	B-LOC	1.033862
word.suffix3:Mij	B-LOC	1.033732
word.prefix3:Mij	B-LOC	1.033732
next_word.lower():hemmen	O	1.03358
word.lower():windenergie	B-MISC	1.032994
next_word.lower():kom	B-PER	1.032844
word.prefix3:Sta	B-MISC	1.031913
word.prefix3:ber	I-PER	1.03073
next_word.lower():eten	B-MISC	1.030453
word.lower():curatoren	O	1.030046
word.prefix3:Cur	O	1.030046
next_word.lower():erkenden	O	1.030046
word.lower():mij	B-LOC	1.029283
next_word.istitle()	I-ORG	1.029248
word.prefix3:Nij	B-MISC	1.028491
word.lower():faarmsom	B-LOC	1.028395
word.lower():jobk	B-PER	1.028028
word.suffix3:obk	B-PER	1.028028
word.suffix2:bk	B-PER	1.028028
word.prefix3:Job	B-PER	1.028028
next_word.lower():steurd	B-PER	1.02769
prev_word.lower():gaist	B-PER	1.027673
word.lower():en	O	1.026955
next_word.lower():heer	B-MISC	1.025167
next_word.lower():mit	B-LOC	1.024909
word.suffix3:ude	B-LOC	1.024627
word.suffix3:man	I-PER	1.02373
prev_word.lower():brannenbörger	I-LOC	1.022857
word.prefix2:Si	B-PER	1.022011
word.prefix3:Vlo	B-MISC	1.021683
word.lower():maalstoatsies	O	1.021413
prev_word.lower():roege	B-LOC	1.020571
next_word.lower()::	I-MISC	1.020494
word.lower():poorde	I-LOC	1.020044
prev_word.lower():best	B-MISC	1.018954
word.lower():grieze	I-MISC	1.0189
word.prefix3:Kna	O	1.018459
word.wordshape():Xxxx	I-LOC	1.01838
word.lower():pijt	B-PER	1.017281
word.prefix3:Pij	B-PER	1.017281
word.wordshape():Xxxxxxxxxxxx	B-MISC	1.017144
word.lower():olympisch	I-LOC	1.016317
word.prefix3:Oly	I-LOC	1.016317
next_word.lower():stadion	I-LOC	1.015486
word.lower():o.	B-LOC	1.014664
word.suffix3:O.	B-LOC	1.014664
word.suffix2:O.	B-LOC	1.014664
word.prefix3:O.	B-LOC	1.014664
word.prefix2:O.	B-LOC	1.014664
word.prefix2:Du	O	1.012998
word.prefix3:Gro	O	1.012976
word.lower():deuper	I-PER	1.012882
word.suffix3:zen	B-LOC	1.012654
word.suffix2:rt	I-MISC	1.011448
word.lower():giene	B-PER	1.011064
word.prefix3:Gie	B-PER	1.011064
word.lower():hart	O	1.010584
word.lower():roempsjiboem	O	1.010333
word.prefix2:Ga	B-MISC	1.009635
word.prefix2:ce	B-MISC	1.009125
word.prefix3:cen	B-MISC	1.00879
word.lower():jurn	B-PER	1.008361
word.lower():meester	O	1.007264
word.prefix2:Gl	B-LOC	1.007057
word.lower():vieftig	B-MISC	1.006315
word.lower():wet	B-MISC	1.005127
word.prefix2:me	I-MISC	1.004997
word.suffix2:ms	B-MISC	1.004934
word.lower():naftali	B-ORG	1.004259
word.suffix3:ali	B-ORG	1.004259
word.prefix3:Naf	B-ORG	1.004259
next_word.lower():woord	B-MISC	1.003744
prev_word.lower():stam	B-ORG	1.003017
word.lower():teupke	B-PER	1.002704
word.wordshape():xxxxxxxxxxxx	B-MISC	1.002487
word.suffix3:iek	B-LOC	1.002174
prev_word.lower():twaalf	I-MISC	1.001703
word.suffix2:li	B-ORG	1.001701
prev_word.lower():d.	O	1.001377
word.prefix3:Zud	B-LOC	1.00076
prev_word.lower():spitzen	I-PER	1.000657
prev_word.lower():aoljaors	I-MISC	1.00064
word.suffix2:og	I-LOC	1.000123
word.prefix3:Bel	B-ORG	0.999887
word.lower():spitzen	B-LOC	0.99984
prev_word.lower():w.	B-LOC	0.99984
next_word.lower():wotterstofeconomie	B-ORG	0.997933
word.wordshape():x	O	0.997908
word.lower():elsie	B-PER	0.997779
word.prefix3:Els	B-PER	0.997779
word.prefix3:Ain	O	0.997378
word.prefix3:Sap	I-LOC	0.997374
word.prefix2:ai	B-PER	0.997326
word.prefix2:Ra	I-LOC	0.996958
word.lower():slim	B-ORG	0.996055
word.lower():winternacht	B-MISC	0.995686
next_word.lower():op	I-LOC	0.994611
word.suffix3:oem	O	0.994335
word.suffix3:Wit	B-PER	0.994136
word.lower():toekwerderrak	B-LOC	0.993335
word.suffix2:ar	B-MISC	0.993167
word.suffix3:lim	B-ORG	0.992359
word.suffix3:oag	B-LOC	0.991069
word.lower():manje	O	0.990981
word.lower():mkb	B-MISC	0.990865
word.suffix3:MKB	B-MISC	0.990865
word.suffix2:KB	B-MISC	0.990865
word.prefix3:MKB	B-MISC	0.990865
word.prefix2:MK	B-MISC	0.990865
word.suffix3:den	I-LOC	0.990087
word.lower():bismaark	B-PER	0.990068
word.suffix3:ong	O	0.989282
next_word.lower():haitte	B-LOC	0.989255
word.prefix3:Kee	B-PER	0.988898
word.prefix3:Sni	B-PER	0.987833
word.prefix3:Min	B-PER	0.987602
word.lower():uskwerd	B-LOC	0.987383
word.prefix3:Usk	B-LOC	0.987383
word.prefix2:Us	B-LOC	0.987383
word.lower():sellingermeerkes	B-LOC	0.987228
word.prefix3:Sel	B-LOC	0.987228
