Attribute	Label	Weight
next_word.lower():mosker	B-MISC	0.776268
word.lower():zöndagsmiddags	B-MISC	0.775373
word.suffix3:auw	B-PER	0.77429
next_word.lower():gungt	B-MISC	0.774259
next_word.lower():wazzen	B-LOC	0.774247
word.prefix2:vo	I-MISC	0.774172
word.prefix3:Sti	B-PER	0.774166
word.lower():rais	O	0.773831
word.prefix2:Sw	I-PER	0.773564
prev_word.lower():aol	B-PER	0.77257
next_word.lower():kom	B-PER	0.771305
word.prefix3:Sap	I-LOC	0.771062
word.prefix3:Omm	I-LOC	0.770991
word.lower():koamer	I-MISC	0.770628
word.prefix3:Roo	B-LOC	0.770575
word.lower():johannes	B-PER	0.77057
word.prefix3:Joh	B-PER	0.77057
word.lower():royaards	B-PER	0.769871
word.prefix3:Roy	B-PER	0.769871
word.lower():chinees	B-MISC	0.769294
word.prefix3:Chi	B-MISC	0.769294
word.lower():romeinen	B-MISC	0.769117
word.lower():groenhof	B-PER	0.768723
word.lower():paul	B-PER	0.768573
word.suffix3:aul	B-PER	0.768573
word.prefix2:Kw	O	0.767662
prev_word.lower():over	B-PER	0.767484
prev_word.lower():n	B-ORG	0.767307
word.prefix3:Swi	B-MISC	0.767195
word.prefix3:Pla	B-MISC	0.765997
word.suffix2:el	B-LOC	0.764878
word.suffix3:rds	B-PER	0.764866
word.lower():was	O	0.764859
word.prefix2:Vl	O	0.764644
word.lower():sunterkloas	B-MISC	0.764572
word.lower():boukjes	B-PER	0.762617
prev_word.lower():al	B-MISC	0.761207
word.prefix2:Pl	B-MISC	0.760619
prev_word.lower():west	I-LOC	0.759828
word.lower():noäch	B-PER	0.759273
word.suffix3:äch	B-PER	0.759273
word.prefix3:Noä	B-PER	0.759273
word.prefix3:Eve	B-PER	0.758403
word.prefix2:Ev	B-PER	0.758403
next_word.lower():hemmen	O	0.758369
word.lower():munnikediek	B-LOC	0.75836
word.lower():ootje	B-ORG	0.758029
word.prefix3:Oot	B-ORG	0.758029
word.suffix3:iek	B-LOC	0.757845
word.lower():jochen	B-PER	0.75784
word.prefix3:Joc	B-PER	0.75784
prev_word.lower():heer	B-PER	0.757316
word.suffix3:tad	I-MISC	0.756959
word.prefix3:Maa	B-PER	0.756459
word.lower():roege	B-LOC	0.755497
next_word.lower():de	I-MISC	0.754198
word.lower():giene	B-PER	0.754052
word.prefix3:Gie	B-PER	0.754052
word.lower():kraacht	O	0.753809
word.prefix3:Toa	O	0.753333
word.lower():tegen	O	0.752976
prev_word.lower():stichting	I-ORG	0.752318
word.suffix3:aam	B-LOC	0.752314
word.lower():engelschen	O	0.751721
word.suffix3:orn	B-PER	0.75144
word.isupper()	B-MISC	0.75029
word.suffix3:iek	I-MISC	0.749764
word.prefix3:Per	O	0.748938
word.suffix3:man	I-PER	0.74892
word.lower():elsie	B-PER	0.748578
word.prefix3:Els	B-PER	0.748578
word.prefix3:Ste	B-PER	0.748531
word.lower():rostocker	B-MISC	0.747749
word.prefix2:En	B-MISC	0.7477
word.lower():börgmeester	O	0.74749
word.lower():hilvert	B-PER	0.746575
word.lower():sellingermeerkes	B-LOC	0.746574
word.prefix3:Sel	B-LOC	0.746574
word.lower():etjemui	B-PER	0.746477
word.prefix3:Etj	B-PER	0.746477
word.lower():stichting	B-ORG	0.746413
word.lower():toaveltje	O	0.746217
word.suffix3:ark	B-LOC	0.746168
word.lower():bie	O	0.745866
word.lower():meester	B-PER	0.745497
word.suffix3:mui	B-PER	0.745094
word.prefix3:Oll	B-MISC	0.744795
word.lower():zundagoavend	B-MISC	0.744719
word.suffix3:oer	O	0.74412
word.lower():achikar	I-PER	0.739865
word.suffix3:kar	I-PER	0.739865
word.lower():bermester	O	0.739835
word.lower():engel	B-PER	0.73981
word.suffix3:elk	O	0.739213
word.suffix3:rts	B-PER	0.739048
word.suffix2:ze	I-MISC	0.738977
next_word.lower():v.	O	0.738571
word.prefix2:Om	I-LOC	0.738205
word.lower():schone	O	0.737348
word.suffix3:zes	I-MISC	0.737325
prev_word.lower():elymas	I-PER	0.737295
next_word.lower():achikar	I-PER	0.737295
next_word.lower():jongeskweekschoul	B-ORG	0.737043
word.prefix2:Ri	B-MISC	0.736169
prev_word.lower():spitzen	I-PER	0.7361
word.suffix2:ol	O	0.735702
word.prefix2:Pa	B-MISC	0.735555
word.lower():winternacht	B-MISC	0.734875
word.prefix3:Sli	B-ORG	0.734596
word.lower():neijoars	B-MISC	0.734469
word.prefix3:NEI	B-MISC	0.734469
word.prefix2:NE	B-MISC	0.734469
word.prefix2:Wa	B-LOC	0.73427
word.wordshape():Xx	B-ORG	0.733535
word.prefix2:Ha	I-LOC	0.733533
word.lower():zoltkaamper	B-MISC	0.733521
next_word.lower():magelone	O	0.733454
word.prefix3:Sun	B-MISC	0.733289
prev_word.lower():vaoder	B-PER	0.733028
word.lower():bouwmeester	B-PER	0.732939
word.suffix2:ee	O	0.731494
word.suffix2:ke	B-PER	0.731088
word.lower():man	O	0.729298
word.lower():marijke	B-PER	0.72869
word.lower():lorelei	B-PER	0.728657
word.prefix3:Lor	B-PER	0.728657
prev_word.lower():knaolster	B-PER	0.728657
prev_word.lower():grode	I-LOC	0.728471
word.prefix2:Pi	B-MISC	0.728126
word.suffix3:lei	B-PER	0.727461
word.prefix2:'N	O	0.727275
word.suffix2:we	B-PER	0.726676
word.prefix2:ko	O	0.726419
word.lower():evert	B-PER	0.726289
word.prefix3:Rug	B-MISC	0.725759
word.suffix3:rie	B-PER	0.72471
word.lower():grootvoader	O	0.72454
word.lower():bavvelt	B-LOC	0.724318
word.prefix3:Bav	B-LOC	0.724318
word.suffix3:jke	B-PER	0.723905
word.lower():jaizes	O	0.72361
word.suffix3:tig	B-MISC	0.723051
word.prefix3:Wai	B-MISC	0.721737
next_word.lower():spraok	I-ORG	0.721419
word.prefix2:Ol	I-LOC	0.721313
word.prefix3:Wit	B-PER	0.721227
word.lower():landschap	I-LOC	0.720232
word.lower():corrie	B-PER	0.720156
word.prefix3:Cor	B-PER	0.720156
word.suffix3:ing	B-MISC	0.71997
word.prefix2:Ri	B-PER	0.719659
word.lower():zöndagse	O	0.71941
word.wordshape():Xxxxxxxx	I-PER	0.719292
word.prefix3:Pzn	B-LOC	0.718736
word.prefix2:Pz	B-LOC	0.718736
word.lower():raodskelderaovend	B-MISC	0.71857
word.prefix3:fra	B-MISC	0.718427
word.wordshape():Xxxxxxxxxxxxxx	I-LOC	0.717952
word.lower():sjonnie	B-PER	0.717938
word.prefix3:Fre	B-PER	0.717901
word.prefix2:aa	O	0.717803
word.lower():okken	I-PER	0.717663
prev_word.lower():haas	I-PER	0.717663
word.prefix2:Lo	B-LOC	0.717233
word.prefix2:pr	O	0.717112
prev_word.lower():teis	B-LOC	0.716629
word.prefix3:zeu	B-MISC	0.716623
next_word.lower():het	I-MISC	0.716612
word.prefix3:Moz	I-MISC	0.715235
word.lower():maark	I-LOC	0.714727
word.suffix2:ui	B-PER	0.714654
word.prefix3:Inl	O	0.713625
word.prefix2:fr	B-MISC	0.713602
word.lower():zwoantje	B-PER	0.711759
word.lower():tillen	B-PER	0.711324
word.lower():stientjes	B-PER	0.710791
word.lower():mainschoar	B-LOC	0.710647
word.suffix3:ies	B-MISC	0.710576
word.suffix3:per	I-PER	0.710484
prev_word.istitle()	I-PER	0.710086
next_word.lower():mouders	B-PER	0.709098
word.prefix2:mo	O	0.708799
word.prefix2:gr	I-MISC	0.708702
word.suffix3:urt	B-LOC	0.708582
prev_word.lower():voader	I-PER	0.708581
word.lower():schaarmer	B-LOC	0.706982
next_word.lower():oet	O	0.706926
word.lower():union	B-LOC	0.706769
word.prefix3:Uni	B-LOC	0.706769
next_word.lower():starkenborgh	I-PER	0.70665
next_word.lower():wat	O	0.706492
next_word.lower():'t	B-ORG	0.706357
next_word.lower():kraacht	O	0.705751
word.prefix3:Faa	B-LOC	0.705439
word.prefix2:Un	B-LOC	0.705389
prev_word.lower():rooie	O	0.705153
next_word.lower():vrijhaidsloanen	I-LOC	0.70473
word.wordshape():Xxxx	I-PER	0.704262
word.lower():hoan	O	0.703897
word.suffix3:rom	O	0.702761
next_word.lower():mit	B-LOC	0.701982
word.suffix3:eem	B-LOC	0.701564
word.suffix2:ch	I-LOC	0.701546
word.lower():brug	I-MISC	0.700809
next_word.istitle()	B-MISC	0.700682
prev_word.lower():in	I-LOC	0.699813
word.suffix3:eks	B-PER	0.699686
word.prefix2:Bi	B-PER	0.699239
word.prefix2:Op	B-MISC	0.699036
word.suffix3:lem	B-PER	0.698721
prev_word.lower():lammert	O	0.697231
prev_word.lower():sint	I-LOC	0.696118
word.prefix2:Gr	B-ORG	0.695751
word.prefix3:Ach	B-LOC	0.69554
word.suffix3:mer	I-MISC	0.694879
word.lower():coulaincourt	B-PER	0.694844
word.prefix3:Cou	B-PER	0.694844
prev_word.lower():mie	B-PER	0.69423
word.suffix3:ost	I-LOC	0.693174
word.suffix2:ao	B-PER	0.692139
prev_word.lower():'r	B-PER	0.691818
next_word.lower():brug	B-MISC	0.691783
word.lower():karstdag	I-MISC	0.691585
word.prefix3:Kar	I-MISC	0.691585
next_word.lower():1917	I-MISC	0.691585
prev_word.lower():olle	I-MISC	0.690755
next_word.lower():vriendschap	I-ORG	0.690635
word.prefix2:Te	B-PER	0.690628
word.lower():is	O	0.690146
prev_word.lower():twaide	I-MISC	0.689898
word.suffix2:nn	O	0.689722
word.lower():uskwerd	B-LOC	0.689433
word.prefix3:Usk	B-LOC	0.689433
word.prefix2:Us	B-LOC	0.689433
word.lower():oostwolmerdraai	B-MISC	0.689208
word.lower():magelone	B-PER	0.687796
word.suffix2:le	O	0.687482
prev_word.lower():zang	I-ORG	0.687442
word.lower():a.	I-PER	0.687213
word.suffix3:'N	O	0.68691
word.suffix2:'N	O	0.68691
word.prefix3:'N	O	0.68691
next_word.lower():.	B-LOC	0.686733
word.lower():maalstoatsies	O	0.686619
word.lower():aovend	I-MISC	0.686582
prev_word.lower():kouers	I-MISC	0.686451
prev_word.lower():is	B-PER	0.686329
word.prefix2:Go	B-MISC	0.6862
word.lower():laan	I-PER	0.6858
next_word.lower():inlaaiden	I-PER	0.6858
word.suffix2:ra	B-ORG	0.684906
word.prefix3:aov	I-MISC	0.684735
word.lower():evengelie	B-MISC	0.683975
word.suffix2:ek	I-MISC	0.683453
prev_word.lower():recht	I-LOC	0.683289
word.suffix3:L.	O	0.682734
word.prefix3:L.	O	0.682734
word.prefix2:L.	O	0.682734
prev_word.lower():beste	O	0.682694
word.wordshape():XX	O	0.682299
word.lower():eland	B-PER	0.681052
word.prefix3:Ela	B-PER	0.681052
prev_word.lower():28ste	I-MISC	0.680939
word.prefix2:Br	B-ORG	0.679898
word.wordshape():xxxxxxx	I-MISC	0.679739
next_word.lower():krigt	B-PER	0.679523
prev_word.lower():sunt	I-MISC	0.679496
next_word.lower():kampen	B-PER	0.679469
word.prefix2:Is	B-MISC	0.679427
word.wordshape():xxxxxxxx	B-ORG	0.679388
word.lower():gennésaret	B-LOC	0.678393
word.prefix3:Gen	B-LOC	0.678393
word.prefix3:Isr	B-LOC	0.678349
next_word.lower():mie	I-MISC	0.677998
word.lower():der	B-PER	0.677615
word.suffix3:rig	O	0.677484
word.suffix3:end	B-PER	0.677234
word.lower():snieder	I-PER	0.677195
prev_word.lower():schone	B-PER	0.676684
word.suffix3:oud	O	0.676621
word.lower():pzn.	I-PER	0.675195
word.suffix3:zn.	I-PER	0.675195
word.prefix2:On	O	0.67431
prev_word.lower():t	O	0.674296
word.prefix3:Dai	B-PER	0.674156
word.suffix2:al	B-LOC	0.673781
word.prefix3:Met	B-MISC	0.673438
word.lower():november	B-MISC	0.67307
word.prefix3:Nov	B-MISC	0.67307
word.prefix2:Ni	B-MISC	0.672945
prev_word.lower():25	I-MISC	0.67175
word.suffix3:ken	I-MISC	0.670836
next_word.lower():poort	B-MISC	0.669971
next_word.lower():dochde	B-PER	0.669406
word.prefix3:Mee	B-MISC	0.667721
word.lower():wotterstofeconomie	I-ORG	0.667662
next_word.lower():aaltied	B-PER	0.667005
word.lower():d’grunneger	B-MISC	0.666823
word.wordshape():x’Xxxxxxxxx	B-MISC	0.666823
word.prefix3:Han	B-LOC	0.665876
word.prefix3:Sto	B-PER	0.665733
word.lower():k.	O	0.665469
word.lower():oost	B-LOC	0.665434
word.suffix3:de	I-PER	0.665073
word.prefix3:de	I-PER	0.665073
word.suffix3:mke	B-PER	0.664988
word.suffix3:K.	O	0.664697
word.suffix2:K.	O	0.664697
word.prefix3:K.	O	0.664697
word.prefix2:K.	O	0.664697
word.prefix3:wot	I-ORG	0.664415
word.lower():dissepie	O	0.664392
next_word.lower():dissepu	O	0.664392
word.lower():meertmoand	O	0.663989
next_word.lower():stamde	B-LOC	0.663959
word.suffix3:pte	B-LOC	0.663895
next_word.lower():is	B-LOC	0.663257
word.wordshape():xxxxxxxxxxxxxxxxxx	I-ORG	0.663243
word.wordshape():Xxxxxxxxxxxxxxxxx	B-MISC	0.663079
prev_word.lower():g	I-PER	0.663077
word.lower():pekel	B-LOC	0.663044
next_word.lower():pott	B-PER	0.662915
next_word.lower():vaal	I-MISC	0.662601
word.prefix3:Wee	O	0.662529
word.lower():bonte	B-MISC	0.662508
prev_word.lower():bonte	I-MISC	0.66249
word.suffix3:rug	I-MISC	0.662248
word.lower():stainen	B-MISC	0.66197
word.prefix3:Roe	O	0.661872
word.prefix2:Wa	I-LOC	0.661808
word.prefix3:bru	I-MISC	0.661383
word.prefix2:Po	B-MISC	0.661164
word.prefix3:Jai	O	0.660972
word.prefix2:Su	B-PER	0.660373
word.prefix3:Mou	B-LOC	0.660105
word.lower():vrijhaidsloanen	I-LOC	0.659392
word.lower():battevieren	B-MISC	0.659174
word.prefix3:Spi	B-LOC	0.659016
prev_word.lower():aan	B-LOC	0.658719
word.lower():snie	O	0.658383
word.lower():bemerweg	B-LOC	0.658346
word.prefix3:Bem	B-LOC	0.658346
word.prefix2:Vr	I-LOC	0.658264
word.lower():zoaterdagmörgen	B-MISC	0.658252
next_word.lower():naor	I-MISC	0.658158
prev_word.lower():;	O	0.657845
word.wordshape():Xxx.	I-PER	0.657691
next_word.lower():zee	B-PER	0.6574
word.lower():colijn	B-PER	0.65712
word.prefix3:Col	B-PER	0.65712
word.prefix3:Zan	B-LOC	0.656558
word.prefix2:Me	B-ORG	0.656231
word.wordshape():XXXXXXX	B-PER	0.655983
word.prefix2:Mi	B-PER	0.655291
next_word.lower():veurbie	B-LOC	0.65527
word.lower():derkie	B-PER	0.655193
word.lower():grönnensch	B-MISC	0.654621
word.prefix3:Lop	B-MISC	0.65441
word.lower():achterhouk	B-LOC	0.653925
word.suffix3:urn	B-PER	0.653804
word.prefix2:do	O	0.653317
word.lower():oosterpaarker	B-MISC	0.653238
word.lower():börgshof	B-LOC	0.653105
word.lower():spraok	O	0.653067
word.lower():maiden	B-LOC	0.653031
next_word.lower():jong	O	0.652238
word.prefix2:Et	B-PER	0.652023
next_word.lower():doagen	O	0.65201
word.lower():liverpoul	B-LOC	0.651974
word.prefix3:Liv	B-LOC	0.651974
prev_word.lower():echte	B-MISC	0.651788
prev_word.lower():dörp	B-LOC	0.651353
word.suffix3:ees	B-MISC	0.651266
word.lower():jurrien	B-PER	0.65106
word.prefix2:No	I-LOC	0.650889
next_word.lower():zoo	O	0.650699
word.prefix2:No	B-MISC	0.65062
word.suffix3:uud	B-PER	0.648808
word.lower():stempellekoal	O	0.648577
word.suffix3:one	B-MISC	0.64787
word.prefix2:st	B-PER	0.647688
word.lower():malbroek	B-PER	0.647197
word.prefix2:Bo	I-PER	0.647125
word.prefix3:Bli	B-LOC	0.64699
word.prefix3:Beu	B-MISC	0.646756
word.lower():brannenbörger	B-LOC	0.646714
word.suffix2:at	I-LOC	0.646473
word.suffix3:ouk	B-LOC	0.646247
word.istitle()	I-LOC	0.64607
word.suffix2:te	B-ORG	0.645997
next_word.lower():luip	B-PER	0.645774
word.lower():platduutse	B-MISC	0.645316
word.suffix3:ege	B-LOC	0.645181
next_word.lower():d.	O	0.644661
word.lower():nederland	B-LOC	0.644547
word.suffix3:rde	I-LOC	0.644276
prev_word.lower():richting	B-LOC	0.644001
word.lower():waterloo	B-LOC	0.643956
word.suffix3:loo	B-LOC	0.643956
prev_word.lower():naar	B-LOC	0.643956
word.prefix3:Laa	I-PER	0.643901
prev_word.lower():bobbel	I-PER	0.643336
word.suffix3:ARS	B-MISC	0.642622
prev_word.lower():dokter	I-LOC	0.642577
word.prefix3:Sta	B-MISC	0.642576
word.prefix2:Sl	B-ORG	0.642364
word.lower():geszler	B-PER	0.642037
prev_word.lower():vermoordde	B-PER	0.642037
word.prefix3:Man	O	0.641537
word.lower():romkegracht	I-LOC	0.641379
word.lower():l.	O	0.640778
word.prefix2:Na	B-PER	0.640571
word.prefix2:Gr	I-ORG	0.640569
word.prefix3:Fiv	B-MISC	0.640533
prev_word.lower():geert	I-LOC	0.640525
prev_word.lower():lienie	B-PER	0.639955
word.lower():grun'ger	B-MISC	0.639601
word.wordshape():Xxxx'xxx	B-MISC	0.639601
word.prefix2:19	I-MISC	0.639313
next_word.lower():goan	I-LOC	0.639287
next_word.lower():hemelriek	B-LOC	0.639226
prev_word.lower():noa	B-LOC	0.638871
word.suffix3:oek	B-PER	0.638535
next_word.isupper()	B-PER	0.638468
word.prefix3:Sti	I-PER	0.638082
next_word.lower():beukemoa	B-PER	0.63782
word.lower():haart	O	0.637434
next_word.lower():zong	I-PER	0.637363
prev_word.lower():mouder	B-PER	0.637096
next_word.lower():preek	B-MISC	0.636898
word.prefix2:ao	I-MISC	0.636331
word.prefix3:VER	O	0.635939
word.prefix2:VE	O	0.635939
word.prefix3:Sjo	B-PER	0.635711
word.prefix2:Sj	B-PER	0.635711
word.prefix2:on	O	0.635318
word.lower():ananja	B-PER	0.635297
word.suffix3:nja	B-PER	0.635297
word.prefix3:Ana	B-PER	0.635297
prev_word.punct	O	0.634789
next_word.lower():wordt	B-LOC	0.63466
word.prefix2:Sa	I-LOC	0.634429
word.suffix2:ch	B-MISC	0.634115
word.prefix3:Pee	O	0.633608
word.prefix3:Ver	I-ORG	0.633326
word.suffix3:nje	B-PER	0.633125
word.prefix3:Ale	O	0.632746
word.prefix2:we	B-MISC	0.632705
word.prefix2:Vi	B-MISC	0.632352
next_word.lower():w.	B-PER	0.632287
next_word.lower():noord	B-LOC	0.63222
next_word.lower():stilte	I-LOC	0.632048
word.suffix3:aok	O	0.631893
word.suffix3:mie	I-ORG	0.631859
prev_word.lower():ôlle	B-LOC	0.63182
word.suffix3:ere	I-PER	0.631662
word.lower():astrakan	B-MISC	0.631062
next_word.lower():muts	B-MISC	0.63098
word.prefix3:PIN	B-MISC	0.630656
word.suffix3:Bie	O	0.630491
word.lower():gardarenen	B-MISC	0.630073
word.suffix2:ut	B-PER	0.629807
word.lower():polderwegen	I-LOC	0.629686
prev_word.lower():oldambster	I-LOC	0.629686
word.prefix2:PI	B-MISC	0.629643
word.lower():abe	B-PER	0.629199
word.suffix3:Abe	B-PER	0.629199
word.prefix3:Abe	B-PER	0.629199
next_word.lower():lenstra	B-PER	0.629199
word.lower():honderd	O	0.629034
word.lower():kammeroad	O	0.628591
word.lower():dorestein	B-LOC	0.628573
word.prefix3:Dor	B-LOC	0.628573
word.suffix2:RS	B-MISC	0.628106
word.prefix2:Ge	O	0.628074
word.lower():den	B-LOC	0.627932
word.prefix3:Pel	B-ORG	0.627323
word.suffix3:zoo	O	0.626912
prev_word.lower():oost	I-LOC	0.626658
word.suffix2:ou	I-PER	0.626588
prev_word.lower():d'	I-MISC	0.626526
word.lower():napoleon	B-PER	0.626197
word.prefix3:Nap	B-PER	0.626197
word.lower():pelitie	B-ORG	0.626184
word.suffix2:on	B-PER	0.625934
word.prefix3:Rom	I-LOC	0.62591
word.suffix3:her	B-PER	0.625804
prev_word.lower():dij	B-PER	0.625756
word.lower():westen	I-LOC	0.62562
word.suffix2:es	I-MISC	0.625015
next_word.lower():zowat	B-ORG	0.62488
word.suffix3:vet	B-PER	0.624819
prev_word.lower():.	O	0.624284
next_word.lower():tooneel	O	0.624254
word.lower():sproak	I-MISC	0.624183
next_word.lower():en	B-LOC	0.624093
prev_word.lower():d'	O	0.623898
prev_word.lower():trouwe	O	0.623215
prev_word.lower():kookt	B-MISC	0.622801
next_word.lower():poorde	B-LOC	0.622746
word.suffix3:des	B-PER	0.622421
next_word.lower():moakt	B-ORG	0.622296
word.suffix3:D.	O	0.6222
word.suffix2:D.	O	0.6222
word.prefix3:D.	O	0.6222
word.prefix2:D.	O	0.6222
next_word.lower():gooi	B-LOC	0.622187
word.lower():vatjevet	B-PER	0.622162
prev_word.lower():drijoogje	O	0.622005
word.suffix3:kan	B-MISC	0.62169
word.prefix2:Mi	B-LOC	0.621685
word.prefix2:He	I-LOC	0.621585
next_word.lower():doar	B-LOC	0.62132
word.lower():haard	O	0.621176
word.lower():jao	O	0.620815
word.prefix2:Ne	B-LOC	0.620662
word.prefix3:Pro	B-LOC	0.620606
word.wordshape():Xxxx.	B-PER	0.620543
word.prefix3:Pek	B-LOC	0.620135
word.prefix3:Vat	B-PER	0.619569
word.suffix3:ret	B-LOC	0.619294
prev_word.lower():ol	B-MISC	0.61915
word.lower():trientje	B-PER	0.619022
word.lower():bruud	B-PER	0.619016
prev_word.lower():'t	B-ORG	0.618395
word.suffix3:ost	B-LOC	0.618394
word.prefix2:br	I-MISC	0.618181
word.prefix3:Soa	O	0.618141
word.prefix3:Kol	B-LOC	0.617916
word.lower():klontjes	O	0.614995
next_word.lower():glad	O	0.61481
word.suffix3:Jao	O	0.614406
word.prefix3:Jao	O	0.614406
word.lower():spraok	I-ORG	0.614397
prev_word.lower():in	I-PER	0.613771
prev_word.lower():vergangen	B-MISC	0.61366
word.suffix3:uus	O	0.613369
word.prefix2:Pi	B-ORG	0.613248
word.suffix3:aok	I-ORG	0.613024
word.prefix3:Mit	O	0.612269
word.suffix2:n.	I-PER	0.612215
word.prefix3:Ros	B-MISC	0.611459
word.lower():rooie	O	0.611176
next_word.lower():bennink	B-PER	0.609673
word.lower():neivoor	B-LOC	0.609517
next_word.lower():aal	B-PER	0.60942
word.prefix3:Ach	I-PER	0.609415
word.lower():peerd	B-ORG	0.609092
word.lower():chaumont	B-LOC	0.608746
word.prefix3:Cha	B-LOC	0.608746
word.prefix2:Wi	B-MISC	0.608672
word.prefix2:Sw	B-MISC	0.608435
word.suffix3:aas	O	0.608382
word.wordshape():'x	B-LOC	0.607556
word.suffix3:igt	O	0.607338
next_word.lower():kwamp	B-PER	0.607263
word.lower():laand	O	0.607164
word.suffix3:van	I-MISC	0.606926
word.prefix3:AIN	B-PER	0.606922
word.prefix3:Lan	O	0.606888
word.lower():duutscher	B-MISC	0.606861
word.prefix3:Aov	O	0.606783
word.lower():grunnen	I-LOC	0.60674
word.prefix2:De	B-MISC	0.606728
word.suffix2:am	I-PER	0.606445
next_word.lower():verske	B-MISC	0.605199
next_word.lower():1922	O	0.604339
word.lower():aan	O	0.604025
word.lower():jongeskweekschoul	I-ORG	0.603689
word.lower():d.	O	0.603475
word.lower():d’christenunie	B-ORG	0.603459
word.wordshape():x’XxxxxxxxXxxx	B-ORG	0.603459
word.prefix3:d’C	B-ORG	0.603459
word.lower():gooi	I-LOC	0.603242
next_word.lower():volk	O	0.603051
word.prefix3:hör	B-LOC	0.602923
next_word.lower():knieperdies	O	0.602766
next_word.lower():wodden	B-ORG	0.602609
word.prefix3:Goo	I-LOC	0.602429
word.prefix2:Tu	B-MISC	0.602166
word.isupper()	I-PER	0.602015
word.wordshape():Xxxxxxxxxxxxxxxxx	I-ORG	0.601976
word.prefix2:Ac	I-PER	0.601871
word.prefix3:Hoa	B-LOC	0.601654
word.prefix3:Ast	B-MISC	0.601453
word.lower():lina	B-PER	0.601031
word.suffix3:ina	B-PER	0.601031
word.prefix3:Lin	B-PER	0.601031
word.prefix2:ve	B-MISC	0.600934
word.prefix2:hö	B-LOC	0.600825
prev_word.lower():tot	B-LOC	0.599965
word.suffix3:eul	O	0.599756
prev_word.lower():joar	B-MISC	0.59876
word.wordshape():Xxxx	B-PER	0.598027
word.prefix2:Vl	B-MISC	0.597511
word.prefix3:Rai	O	0.596434
word.suffix3:ent	B-MISC	0.596335
word.suffix3:nen	B-LOC	0.596331
word.lower():tweidonkern	I-MISC	0.595999
word.suffix3:vel	B-MISC	0.595589
word.suffix3:ont	B-LOC	0.595251
word.wordshape():dddd	I-MISC	0.595096
word.prefix3:Bin	O	0.594821
word.suffix2:oa	B-LOC	0.594818
word.prefix3:Heu	O	0.594527
prev_word.lower():h.	I-PER	0.594372
word.wordshape():Xxxxxxxxxxxx	B-LOC	0.594179
next_word.lower():stait	B-ORG	0.594154
prev_word.lower():zeun	I-MISC	0.593706
bos	B-LOC	0.593058
word.prefix3:Pee	B-ORG	0.593005
next_word.lower():westen	B-LOC	0.59282
prev_word.lower():zunder	B-PER	0.592814
word.lower():stil	O	0.5928
word.lower():marne	B-LOC	0.592736
word.suffix3:lie	B-MISC	0.592403
word.prefix2:ge	O	0.592391
word.lower():vriendschap	I-ORG	0.59221
word.lower():stad	B-PER	0.591704
word.suffix3:rne	B-LOC	0.590753
next_word.lower():hadde	B-LOC	0.590392
word.lower():dissepu	O	0.590188
word.suffix3:epu	O	0.590188
word.suffix2:pu	O	0.590188
prev_word.lower():dissepie	O	0.590188
word.suffix3:een	I-PER	0.590002
word.lower():vleugje	O	0.589619
word.suffix3:kel	B-LOC	0.589593
prev_word.lower():roege	B-MISC	0.589571
word.lower():diogenes	B-MISC	0.589373
word.prefix3:Dio	B-MISC	0.589373
word.lower():pinksterfeest	B-MISC	0.589284
next_word.lower():weer	B-MISC	0.588942
word.lower():callenbach	B-PER	0.588678
word.prefix3:Cal	B-PER	0.588678
word.suffix2:op	O	0.588354
word.lower():engelmeu	B-PER	0.588305
word.suffix3:meu	B-PER	0.588305
next_word.lower():en	B-PER	0.588075
word.suffix3:ied	O	0.587326
word.lower():kok	I-PER	0.586555
word.suffix3:Kok	I-PER	0.586555
prev_word.lower():jurrie	I-PER	0.586555
word.lower():parijs	B-LOC	0.586457
prev_word.lower():'t 	I-LOC	0.585972
next_word.lower():rak	I-LOC	0.585937
next_word.lower():har	B-PER	0.585445
word.lower():kleine	B-ORG	0.585349
next_word.lower():raedschap	B-ORG	0.585349
next_word.lower():koamer	B-MISC	0.584272
word.prefix2:Tj	B-MISC	0.583879
word.lower():zoltkamper	I-LOC	0.583523
next_word.lower():diek	B-PER	0.583423
prev_word.lower():bundel	B-MISC	0.582844
next_word.lower():tweidonkern	B-MISC	0.582674
word.wordshape():xxxxxxxx	I-LOC	0.582093
word.lower():groninger	B-MISC	0.582048
next_word.lower():verankerd	I-LOC	0.581755
word.suffix3:ais	B-MISC	0.581578
word.lower():weidenbosch	I-PER	0.581382
word.prefix3:Wei	I-PER	0.581382
word.prefix3:Del	B-LOC	0.581023
word.prefix2:de	I-MISC	0.58092
next_word.lower():masten	O	0.580757
prev_word.lower():marché	O	0.580343
word.suffix2:ks	B-PER	0.580184
prev_word.lower():k.	O	0.58018
word.lower():pott	I-PER	0.580048
word.suffix3:ott	I-PER	0.580048
word.lower():ainoogje	B-PER	0.579195
word.prefix3:mek	B-MISC	0.579034
word.lower():bismaark	B-PER	0.578035
next_word.lower():mariao	B-MISC	0.577856
word.prefix2:Aa	B-PER	0.577706
word.prefix3:Pot	B-PER	0.57763
word.lower():catz	B-PER	0.577621
word.suffix3:atz	B-PER	0.577621
word.prefix3:Cat	B-PER	0.577621
word.lower():o	O	0.577495
word.prefix3:Vri	I-MISC	0.577196
word.suffix3:aan	O	0.576522
word.lower():edna	B-PER	0.576346
word.suffix3:dna	B-PER	0.576346
