Attribute	Label	Weight
word.prefix3:Lee	O	1.088866
word.suffix2:ap	I-ORG	1.088753
word.lower():oljoarsoavend	B-MISC	1.0886
prev_word.lower():laive	O	1.088097
next_word.lower():meulen	B-MISC	1.087203
word.suffix2:ul	I-ORG	1.086938
word.suffix2:te	O	1.086069
word.prefix3:Vao	O	1.085858
word.prefix3:Ren	B-PER	1.084885
word.lower():mozes	B-PER	1.084399
word.suffix3:ags	B-MISC	1.083974
prev_word.lower():bestuur	I-MISC	1.083805
word.suffix3:ulf	B-PER	1.083299
next_word.lower():langs	B-MISC	1.083077
word.suffix3:hap	I-ORG	1.082585
next_word.lower():vries	B-PER	1.081793
word.wordshape():Xxxxx	I-PER	1.081296
word.lower():okko	B-PER	1.080314
word.suffix3:kko	B-PER	1.080314
word.prefix3:LAI	I-MISC	1.080281
word.suffix2:oe	O	1.079826
word.prefix2:Dr	B-LOC	1.079307
next_word.lower():jullens	O	1.078772
word.lower():loert	O	1.078587
word.suffix3:oap	B-PER	1.078523
word.lower():laid	I-MISC	1.078135
prev_word.lower():en	I-PER	1.077808
word.lower():daam	B-LOC	1.077783
word.lower():bremen	B-LOC	1.077141
word.prefix3:Elk	O	1.077139
next_word.lower():west	I-LOC	1.076734
word.lower():wifi	B-MISC	1.075956
word.wordshape():XxXx	B-MISC	1.075956
word.suffix3:iFi	B-MISC	1.075956
word.suffix2:Fi	B-MISC	1.075956
word.prefix3:WiF	B-MISC	1.075956
word.prefix3:Chr	B-PER	1.07369
word.lower():metinitoren	B-MISC	1.073656
word.suffix2:eo	B-PER	1.072133
word.lower():garribaldi	B-PER	1.072111
word.suffix3:ldi	B-PER	1.072111
word.suffix2:di	B-PER	1.072111
word.prefix3:Bör	B-LOC	1.071529
word.prefix2:Bö	B-LOC	1.071529
word.lower():paoske	B-MISC	1.069587
word.prefix3:Kai	O	1.06955
word.lower():haog	I-LOC	1.069244
word.suffix3:aog	I-LOC	1.068651
word.prefix3:wes	B-MISC	1.068387
next_word.lower():zunder	I-MISC	1.066607
word.prefix3:Del	B-MISC	1.065156
word.suffix3:oom	B-PER	1.06514
next_word.lower():dat	B-MISC	1.064732
word.suffix2:rm	B-PER	1.064382
word.lower():lopstertoren	B-MISC	1.061306
word.prefix3:Rie	B-MISC	1.058509
word.prefix3:Hin	B-PER	1.057363
word.prefix3:Loe	O	1.056857
word.prefix2:Br	I-PER	1.055998
prev_word.lower():'n	B-MISC	1.055858
prev_word.lower():ale	B-MISC	1.054997
word.suffix3:vel	B-PER	1.053214
word.prefix2:Ra	I-LOC	1.052406
word.suffix3:ren	B-MISC	1.052298
word.wordshape():Xxxxxxxxxxxxxxxxxx	B-LOC	1.051999
word.suffix3:iao	I-MISC	1.051978
word.lower():disselsvolk	B-PER	1.05189
word.suffix3:nst	O	1.051324
next_word.lower():feestveurstellen	O	1.05076
word.lower():martinitoren	B-LOC	1.050543
word.lower():riek	I-MISC	1.050065
word.prefix3:nei	B-MISC	1.049385
word.lower():mans	B-PER	1.049225
word.suffix2:ER	B-MISC	1.048336
prev_word.lower():blinde	O	1.048277
word.lower():bruna	B-ORG	1.048137
word.suffix3:ven	B-MISC	1.045693
word.suffix2:ot	B-LOC	1.04549
prev_word.lower():wie	B-MISC	1.044876
word.lower():mulder's	B-PER	1.043707
word.suffix3:r's	B-PER	1.043707
word.prefix3:mul	B-PER	1.043707
next_word.lower():rieks	B-PER	1.043707
word.lower():compagnie	O	1.043552
word.suffix2:am	B-LOC	1.04316
word.suffix3:una	B-ORG	1.042419
word.prefix3:Mun	B-LOC	1.042362
word.suffix2:it	B-PER	1.042037
prev_word.lower():zee	B-PER	1.041923
word.suffix3:ilt	O	1.0415
word.lower():okaphone	B-MISC	1.041286
word.prefix3:Oka	B-MISC	1.041286
word.suffix3:lke	B-MISC	1.039562
next_word.lower():mout	B-PER	1.038497
word.lower():tru	B-PER	1.037017
word.suffix3:Tru	B-PER	1.037017
word.suffix2:ru	B-PER	1.037017
word.prefix2:Ke	O	1.036975
word.suffix3:ain	O	1.035453
word.lower():zöndags	B-MISC	1.034673
word.prefix2:Ma	B-LOC	1.034574
word.lower():poaske	B-MISC	1.034402
word.prefix3:Ket	B-PER	1.034197
word.suffix3:gel	B-PER	1.034033
word.suffix2:os	B-PER	1.033087
word.lower():jeuden	B-MISC	1.032513
word.prefix3:Jeu	B-MISC	1.032513
word.lower():dikemoa	B-PER	1.03204
word.prefix2:Fi	I-LOC	1.031458
next_word.lower():heerestroat	B-LOC	1.031171
prev_word.lower():olympisch	I-LOC	1.030879
word.prefix3:Pin	B-MISC	1.030658
word.prefix3:hoo	B-MISC	1.029344
next_word.lower():hörn	B-LOC	1.028787
word.lower():mousstroat	B-LOC	1.028197
word.suffix3:ens	B-MISC	1.025151
word.suffix2:ks	B-MISC	1.023861
word.prefix2:LA	I-MISC	1.022602
next_word.lower():hulst	I-PER	1.022181
next_word.lower():ôl	O	1.022166
word.wordshape():xxxxxx'x	B-PER	1.022126
next_word.lower():den	O	1.021965
word.lower():drents	B-LOC	1.021771
prev_word.lower():kriegen	B-MISC	1.021589
word.lower():blauw	B-PER	1.021132
next_word.lower():karstdag	B-MISC	1.01865
word.lower():poepen	O	1.018171
prev_word.lower():mien	B-PER	1.018126
word.lower():scheveningen	B-LOC	1.017178
next_word.lower():denken	I-LOC	1.016946
word.prefix2:Lo	B-MISC	1.016742
word.prefix2:he	B-PER	1.016702
word.suffix2:no	B-ORG	1.016486
word.prefix3:Gar	B-PER	1.016406
word.suffix2:ed	O	1.013417
next_word.lower():ommelanden	B-MISC	1.013187
word.lower():maor	B-LOC	1.012785
word.prefix3:Grö	B-LOC	1.012603
word.prefix3:Kla	B-PER	1.01256
word.prefix3:Eng	B-MISC	1.012497
word.prefix3:Baa	B-PER	1.011922
word.lower():hoag	I-LOC	1.0098
word.wordshape():xxx	B-PER	1.008272
next_word.lower():och	B-LOC	1.007645
word.lower():hoag	B-LOC	1.007372
word.prefix3:Zoa	B-MISC	1.006516
word.wordshape():Xxxxx	B-ORG	1.006386
word.lower():jullens	B-PER	1.006231
next_word.lower():hoogeland	B-LOC	1.005876
word.suffix3:nts	B-LOC	1.00529
word.wordshape():Xxxxxxxxxxx	B-MISC	1.004231
word.lower():nait	O	1.00385
word.lower():tjamsweerster	B-MISC	1.00375
next_word.lower():balkje	B-MISC	1.00375
word.suffix3:lis	B-PER	1.00294
word.lower():blokkersvolk	B-MISC	1.002728
prev_word.lower():echt	B-MISC	1.002669
word.prefix3:Tri	B-PER	1.001629
word.prefix3:Tja	B-MISC	1.001593
prev_word.lower():'n	I-LOC	1.001037
word.suffix2:ts	B-MISC	1.000443
word.suffix3:Dam	I-PER	1.000051
word.lower():dam	I-PER	1.000021
prev_word.punct	I-PER	0.998918
word.lower():zöndag	B-MISC	0.998793
word.prefix2:Si	B-PER	0.996127
word.lower():provinzie	B-LOC	0.99596
word.lower():gruno	B-ORG	0.995593
word.suffix3:uno	B-ORG	0.995593
word.lower():grönnegerland	O	0.995351
next_word.lower():bluit	O	0.995111
word.prefix2:Wa	O	0.994583
word.prefix3:gri	I-MISC	0.993443
word.suffix3:ion	I-LOC	0.99276
word.suffix3:goa	I-PER	0.992543
word.suffix2:ar	I-PER	0.992318
word.lower():ramsum	B-LOC	0.99195
prev_word.lower():kouers	I-PER	0.991665
word.lower():stiefhoorn	B-PER	0.991422
word.prefix2:ai	B-PER	0.99033
word.lower():poolsteern	B-MISC	0.990165
word.suffix3:ara	B-PER	0.990123
word.prefix3:Sta	O	0.98974
word.prefix2:mu	B-PER	0.989456
prev_word.lower():of	B-LOC	0.989318
next_word.lower():of	B-LOC	0.989126
word.lower():kees	B-PER	0.988635
word.lower():vraizen	B-MISC	0.987148
word.lower():zuudbroukster	B-LOC	0.986886
next_word.lower():tjaalkschipper	B-LOC	0.986886
next_word.lower():moar	O	0.986122
word.prefix3:Bel	B-MISC	0.985954
word.prefix3:aol	B-MISC	0.985584
word.lower():snijwitje	B-PER	0.985163
word.prefix3:Dra	O	0.984415
word.lower():vrais	B-MISC	0.983233
word.prefix3:Bra	B-PER	0.983202
word.lower():bestuur	B-MISC	0.983046
word.lower():grait	B-PER	0.982981
word.lower():jut	B-PER	0.982868
word.suffix3:Jut	B-PER	0.982868
word.prefix3:Jut	B-PER	0.982868
word.lower():dedde	B-PER	0.98266
prev_word.lower():want	B-MISC	0.978951
word.lower():heerestroat	I-LOC	0.977885
word.prefix3:Klo	B-PER	0.9742
word.suffix2:eg	I-LOC	0.972569
word.suffix3:oat	I-LOC	0.971801
word.prefix2:Ok	B-MISC	0.970994
word.prefix2:Kl	B-PER	0.970826
word.suffix3:ede	B-PER	0.970793
word.prefix3:Poo	B-MISC	0.970518
word.lower():lub	B-PER	0.96948
word.suffix3:Lub	B-PER	0.96948
prev_word.lower():dikkie	B-PER	0.96948
word.lower():harm	B-PER	0.96851
word.prefix3:Okk	B-PER	0.968281
word.suffix3:aor	B-MISC	0.967962
next_word.lower():smit	B-PER	0.967054
word.prefix3:Luk	B-PER	0.966547
word.suffix3:est	I-LOC	0.966278
word.lower():van	I-PER	0.966222
word.lower():saksies	B-MISC	0.966
word.prefix3:Sak	B-MISC	0.966
next_word.lower():dialekt	B-MISC	0.966
word.suffix3:ote	B-ORG	0.965814
word.lower():medië	B-LOC	0.965281
word.suffix3:dië	B-LOC	0.965281
word.lower():doldert	B-MISC	0.96485
word.prefix3:Dol	B-MISC	0.96485
prev_word.lower():herkenboare	B-LOC	0.964749
word.prefix3:Kor	B-MISC	0.963712
word.lower():riekes	B-PER	0.963562
word.prefix3:Keu	O	0.963168
word.suffix3:art	I-MISC	0.96137
next_word.lower():was	B-PER	0.961368
word.lower():rieks	B-PER	0.960708
prev_word.lower():mulder's	B-PER	0.960708
word.suffix2:ag	I-LOC	0.960462
word.lower():iepman	B-PER	0.959095
word.prefix3:Iep	B-PER	0.959095
word.suffix2:ou	O	0.958787
word.lower():beuzebelder	B-MISC	0.958688
word.suffix3:gen	B-PER	0.9585
word.suffix3:zie	B-LOC	0.958467
word.prefix3:Moz	B-PER	0.958107
word.prefix3:ver	O	0.957713
word.lower():olympisch	I-LOC	0.956223
word.prefix3:Oly	I-LOC	0.956223
next_word.lower():stadion	I-LOC	0.955491
word.prefix3:Kam	B-PER	0.954987
word.lower():masten	O	0.953601
word.prefix3:Mas	O	0.953601
word.suffix2:eg	O	0.953022
word.prefix3:Med	B-LOC	0.951667
word.suffix2:al	O	0.951122
word.prefix3:Wie	O	0.949623
word.prefix2:om	I-LOC	0.949352
word.lower():volksalmanak	B-MISC	0.948768
word.suffix3:nak	B-MISC	0.948768
word.suffix2:pt	O	0.948654
word.lower():zuidwest	I-LOC	0.948498
word.wordshape():XxxxXxxx	I-LOC	0.948498
word.lower():,	O	0.948483
word.wordshape():,	O	0.948483
word.suffix3:,	O	0.948483
word.suffix2:,	O	0.948483
word.prefix3:,	O	0.948483
word.prefix2:,	O	0.948483
word.prefix3:Vat	B-MISC	0.948234
next_word.istitle()	I-ORG	0.94756
word.lower():damster	B-MISC	0.946696
next_word.lower():taal	B-MISC	0.946696
word.suffix2:eg	B-LOC	0.946439
prev_word.lower():'	O	0.94633
word.wordshape():xxxxxxxxxxxx	B-MISC	0.945906
word.suffix2:ba	B-LOC	0.945705
word.prefix3:Hao	I-LOC	0.945377
word.lower():rikaô	B-PER	0.945052
word.suffix3:kaô	B-PER	0.945052
word.suffix2:aô	B-PER	0.945052
word.prefix3:Rik	B-PER	0.945052
word.lower():graitje	B-PER	0.943925
word.lower():korban	B-MISC	0.943372
word.suffix3:ban	B-MISC	0.943184
word.lower():hooger	O	0.942675
word.prefix3:Pai	I-LOC	0.942472
word.prefix3:der	B-PER	0.942341
word.lower():grieze	I-MISC	0.941957
word.wordshape():X	O	0.941675
word.lower():wupke	B-PER	0.94156
word.prefix3:Wup	B-PER	0.94156
word.prefix2:Wu	B-PER	0.94156
word.prefix2:Ni	B-LOC	0.941022
word.lower():elba	B-LOC	0.940778
word.suffix3:lba	B-LOC	0.940778
word.prefix3:Elb	B-LOC	0.940778
word.prefix3:Teg	O	0.940468
word.lower():jurn	B-PER	0.940389
word.lower():en	O	0.940098
word.prefix3:men	B-ORG	0.93936
word.lower():gabaël	B-PER	0.938957
word.lower():tooneel	O	0.938313
word.prefix3:cen	B-MISC	0.937912
next_word.lower():opstaon	O	0.937864
word.lower():steemer	B-LOC	0.9377
next_word.lower():wotterstofeconomie	B-ORG	0.937438
word.prefix3:Sta	B-LOC	0.937091
word.lower():kiele	B-LOC	0.936107
word.suffix2:rt	I-MISC	0.936032
word.lower():cinten	I-MISC	0.935482
word.suffix3:ude	B-LOC	0.935474
word.prefix3:cin	I-MISC	0.935104
word.suffix3:kob	B-PER	0.933925
word.suffix2:ar	B-MISC	0.933893
word.prefix2:ci	I-MISC	0.933104
word.lower():manje	O	0.932536
word.lower():jannewoarie	B-MISC	0.932212
word.lower():kampen	B-PER	0.932206
word.suffix3:oon	B-LOC	0.93178
word.lower():schutendaip	B-LOC	0.930947
word.suffix2:ob	B-PER	0.930931
word.suffix2:og	I-LOC	0.929232
word.suffix2:ub	B-PER	0.928441
word.prefix3:Too	O	0.928307
next_word.lower():ze	O	0.928252
word.prefix2:Br	B-LOC	0.928187
word.ingazetteer	I-PER	0.926397
word.lower():poorde	I-LOC	0.925781
word.lower():pictura	B-ORG	0.924361
word.suffix3:ura	B-ORG	0.924361
word.prefix3:Pic	B-ORG	0.924361
word.suffix2:em	B-LOC	0.92436
word.lower():kampengoa	I-PER	0.924199
word.lower():bart	B-PER	0.924101
word.prefix2:An	B-PER	0.923059
word.prefix3:Ded	B-PER	0.922906
word.suffix2:or	B-LOC	0.921939
word.lower():handel	O	0.92139
word.lower():munster	B-LOC	0.92131
word.prefix3:poo	I-LOC	0.920105
word.prefix2:ce	B-MISC	0.919681
word.prefix3:Gro	O	0.91956
word.prefix2:oo	B-MISC	0.919471
word.prefix2:Ve	O	0.919018
word.lower():kolthekbuurt	B-LOC	0.918123
word.lower():franse	B-MISC	0.917832
next_word.lower():chasseurs	B-MISC	0.917832
word.suffix3:and	I-LOC	0.917039
next_word.lower():naor	B-LOC	0.916721
next_word.lower():levert	B-MISC	0.916135
word.lower():jezus	B-PER	0.916119
word.prefix3:Jez	B-PER	0.916119
word.lower():vloams	B-MISC	0.915923
prev_word.lower():poppie	B-MISC	0.915923
word.suffix2:rk	B-PER	0.915174
next_word.lower():zai	O	0.914032
prev_word.lower():boomen	O	0.913583
word.prefix3:Pri	B-PER	0.913553
prev_word.lower():zes	B-MISC	0.913263
word.suffix2:le	B-LOC	0.912669
prev_word.lower():verainen	B-ORG	0.912194
word.lower():zundag	B-MISC	0.911522
word.suffix3:Wet	B-MISC	0.911276
word.lower():verainen	O	0.911066
word.prefix2:Du	O	0.910139
word.lower():middenstanders	O	0.909426
prev_word.lower():wakk're	O	0.909426
next_word.lower():haitte	B-LOC	0.909401
word.suffix3:zus	B-PER	0.909296
word.wordshape():Xxxxxxxx	B-PER	0.908912
word.suffix2:ig	O	0.908884
word.lower():zunder	O	0.908303
word.lower():trilt	O	0.907918
next_word.lower():dörp	B-LOC	0.907426
word.lower():joakob	B-PER	0.907242
next_word.lower():landschap	B-LOC	0.906596
prev_word.lower():ol	B-PER	0.906405
word.lower():wet	B-MISC	0.906012
word.lower():waiverder	B-MISC	0.905896
word.lower():vieftig	B-MISC	0.904791
word.suffix3:pen	I-MISC	0.904641
word.lower():helpen	B-LOC	0.904072
word.suffix2:st	O	0.90376
word.suffix3:nse	B-MISC	0.903518
word.prefix3:Win	I-LOC	0.903508
word.prefix2:Ra	B-LOC	0.903222
next_word.lower():haiten	B-PER	0.903027
next_word.lower():cinten	B-MISC	0.903005
word.lower():rafaël	B-PER	0.902952
word.prefix3:Raf	B-PER	0.902952
prev_word.lower():knechten	B-MISC	0.901765
prev_word.lower():boeten	B-LOC	0.901077
word.prefix2:me	I-MISC	0.900966
next_word.lower():nuigt	I-ORG	0.90033
word.lower():vraisland	B-LOC	0.899952
word.lower():edammer	B-MISC	0.899847
word.prefix3:Eda	B-MISC	0.899847
next_word.lower():antwoordde	B-PER	0.899339
word.wordshape():Xxxxxxxxx	B-LOC	0.898669
word.suffix3:sch	I-LOC	0.898443
next_word.lower():uutbannen	B-PER	0.898331
word.suffix3:eze	I-MISC	0.89819
word.lower():snijwitjedij	B-PER	0.898008
word.lower():steffen	B-PER	0.89735
word.wordshape():xxxxxxxxxxx	B-ORG	0.897095
prev_word.lower():wazzen	B-MISC	0.896386
next_word.lower():trok	O	0.894297
word.lower():zuid	B-LOC	0.893891
word.suffix3:ams	B-MISC	0.893386
word.lower():steem	B-LOC	0.893158
word.lower():meester	O	0.893011
word.prefix3:pha	B-MISC	0.891871
word.prefix2:ph	B-MISC	0.891871
word.prefix3:Hin	I-PER	0.891802
word.prefix2:Ol	B-MISC	0.891487
word.suffix2:ft	O	0.891461
next_word.lower():vandoan	B-PER	0.890442
word.suffix2:er	B-MISC	0.890424
word.lower():frans	B-PER	0.888384
word.prefix3:Aar	O	0.888259
word.prefix3:Aan	B-PER	0.887985
prev_word.lower():zègt	O	0.887763
word.prefix2:Zo	B-MISC	0.887608
word.prefix2:Ga	B-MISC	0.887228
word.suffix3:uid	B-LOC	0.886883
prev_word.lower()::	O	0.885633
word.suffix3:den	B-LOC	0.884814
word.suffix3:ine	B-ORG	0.884467
word.prefix3:Rie	I-MISC	0.884395
prev_word.lower():veur	B-MISC	0.883468
word.lower():hoogeland	I-LOC	0.883303
word.prefix2:Fr	B-MISC	0.88309
next_word.lower():macht	O	0.881117
prev_word.lower():'n	O	0.881107
word.suffix3:ank	B-LOC	0.880798
word.lower():faarmsom	B-LOC	0.880548
word.lower():slim	B-ORG	0.879559
next_word.lower():over	O	0.879555
next_word.lower()::	I-MISC	0.879473
word.suffix3:luu	O	0.87852
word.prefix3:Reg	O	0.878033
prev_word.lower():des	I-MISC	0.877394
word.lower():belgie	B-ORG	0.877014
word.prefix2:De	B-LOC	0.875244
word.suffix3:aon	B-MISC	0.87522
word.suffix3:lim	B-ORG	0.874797
prev_word.lower():twaalf	I-MISC	0.873796
word.lower():geeske	B-PER	0.873486
word.suffix3:zen	B-MISC	0.872972
word.suffix2:'s	B-MISC	0.872778
word.prefix3:Joo	B-PER	0.872098
prev_word.lower():zundagmörgens	B-PER	0.871856
word.prefix3:Blo	B-MISC	0.87147
next_word.lower():maark	B-MISC	0.870189
word.wordshape():Xxx	I-LOC	0.869685
word.suffix3:oem	O	0.869628
prev_word.lower():brannenbörger	I-LOC	0.869091
word.suffix3:eks	B-MISC	0.868737
word.lower():olders	O	0.868553
word.suffix3:een	B-LOC	0.868431
word.lower():naftali	B-ORG	0.86741
word.suffix3:ali	B-ORG	0.86741
word.prefix3:Naf	B-ORG	0.86741
word.lower():groote	O	0.867226
word.suffix3:oad	O	0.866598
word.prefix3:Bie	B-PER	0.866128
prev_word.lower():stam	B-ORG	0.865741
word.lower():d’grunnegers	B-MISC	0.865698
word.wordshape():x’Xxxxxxxxxx	B-MISC	0.865698
word.prefix3:Tjo	B-PER	0.865023
next_word.lower():heeft	B-PER	0.864584
word.suffix3:sch	B-MISC	0.864005
word.suffix2:li	B-ORG	0.863818
word.prefix3:Bov	B-MISC	0.863354
word.lower():o.	B-LOC	0.862199
word.suffix3:O.	B-LOC	0.862199
word.suffix2:O.	B-LOC	0.862199
word.prefix3:O.	B-LOC	0.862199
word.prefix2:O.	B-LOC	0.862199
next_word.lower():?	I-LOC	0.861888
word.suffix2:ns	B-MISC	0.861675
word.lower():roempsjiboem	O	0.861276
word.wordshape():Xxxxxxx	B-PER	0.860999
word.lower():pauwel	B-PER	0.860627
word.prefix3:Ain	O	0.860619
word.suffix2:rt	B-PER	0.860383
word.suffix3:iel	B-LOC	0.860289
word.wordshape():x	O	0.859977
word.suffix3:Mij	B-LOC	0.859967
word.prefix3:Mij	B-LOC	0.859967
word.prefix3:Hon	O	0.85936
next_word.lower():nog	B-PER	0.858867
word.suffix3:ood	B-PER	0.85767
next_word.lower():weg	B-LOC	0.857427
word.suffix3:aak	B-PER	0.857328
word.lower():jaantje	O	0.856886
next_word.lower():heurden	B-ORG	0.856715
word.lower():komaan	O	0.856208
word.prefix3:Zui	I-LOC	0.856075
next_word.lower():bloots	B-PER	0.855797
word.lower():swinderen	I-PER	0.855697
next_word.lower():herwig	I-PER	0.855364
word.prefix3:Tig	B-LOC	0.85534
next_word.lower():roemte	B-MISC	0.854743
word.lower():mij	B-LOC	0.854601
word.prefix2:Zu	I-LOC	0.85436
word.wordshape():Xxxxxxxxxxxx	B-MISC	0.854328
word.lower():pott	B-PER	0.854008
word.suffix3:ott	B-PER	0.854008
word.prefix3:Far	B-MISC	0.853312
word.prefix2:La	I-PER	0.853251
word.suffix3:oag	I-LOC	0.853077
next_word.lower():rages	O	0.852898
word.lower():stadspaark	B-LOC	0.852284
word.lower():winkel	O	0.852202
word.prefix3:Vlo	B-MISC	0.852098
word.lower():dirkjan	B-PER	0.851668
word.suffix3:jan	B-PER	0.851668
word.prefix3:Dir	B-PER	0.851668
word.lower():plaiter	B-PER	0.851604
next_word.lower():swinderen	B-PER	0.851371
next_word.lower():eten	B-MISC	0.851241
word.suffix2:j.	O	0.850585
word.lower():loo	B-LOC	0.850537
word.suffix3:Loo	B-LOC	0.850537
word.prefix2:Mu	B-LOC	0.850479
word.prefix2:Ka	B-PER	0.849897
word.suffix2:ge	O	0.849882
word.suffix3:tje	B-PER	0.84984
next_word.lower():waiten	B-PER	0.849673
word.lower():nijjaor	B-MISC	0.848619
next_word.lower():tied	B-MISC	0.848602
word.suffix2:ai	O	0.847581
word.lower():tobias	B-PER	0.847252
next_word.lower():'n	I-LOC	0.847195
word.prefix3:Noo	I-LOC	0.846549
word.lower():vraagbaak	O	0.846469
word.suffix3:nde	O	0.846249
word.lower():boer	B-PER	0.846219
word.suffix3:Wit	B-PER	0.845927
word.suffix2:an	B-MISC	0.845748
word.lower():teupke	B-PER	0.844661
word.prefix3:Roz	B-PER	0.844567
word.prefix2:Ri	I-MISC	0.843845
word.suffix2:im	B-ORG	0.84325
word.prefix3:Lut	O	0.842901
word.prefix3:Bou	B-PER	0.842594
word.lower():baalders	B-PER	0.842506
word.lower():ebbens	B-PER	0.841802
word.prefix3:Ebb	B-PER	0.841802
word.prefix2:Eb	B-PER	0.841802
word.lower():windenergie	B-MISC	0.841728
word.prefix3:Min	B-PER	0.840721
next_word.isdigit()	O	0.839891
word.lower():hemelriek	I-LOC	0.839775
word.lower():deuper	I-PER	0.839553
word.lower():wit	B-PER	0.838774
next_word.lower():op	I-LOC	0.838729
word.prefix3:Sni	B-PER	0.836558
prev_word.lower():roege	B-LOC	0.836385
word.wordshape():xxxxxx	I-MISC	0.835902
prev_word.lower():ie	B-PER	0.835885
word.prefix3:Kna	O	0.835676
word.prefix3:Zoo	O	0.834932
prev_word.lower():woorden	O	0.834894
word.lower():legioen	B-PER	0.834878
next_word.lower():oost	B-LOC	0.834447
word.suffix3:oie	O	0.834266
word.suffix2:ms	B-MISC	0.833447
word.prefix3:Dre	B-LOC	0.83264
word.prefix3:Woa	O	0.832639
word.suffix3:dij	B-PER	0.831885
next_word.lower():teis	B-LOC	0.831867
next_word.lower():stientje	O	0.831448
next_word.lower():mot	I-LOC	0.831435
word.prefix3:Hel	B-LOC	0.830943
word.prefix3:Deu	O	0.830859
word.lower():zundoagsch	O	0.830858
word.lower():ais	B-PER	0.830052
word.prefix2:Ee	B-LOC	0.830036
word.lower():mkb	B-MISC	0.829958
word.suffix3:MKB	B-MISC	0.829958
word.suffix2:KB	B-MISC	0.829958
word.prefix3:MKB	B-MISC	0.829958
word.prefix2:MK	B-MISC	0.829958
word.lower():eekste	B-LOC	0.829026
word.prefix3:deu	I-PER	0.827477
next_word.lower():terwereld	B-PER	0.827264
word.suffix3:til	B-LOC	0.82716
prev_word.lower():no	B-PER	0.826551
word.lower():toekwerderrak	B-LOC	0.82574
word.prefix3:Bel	B-ORG	0.825339
word.lower():maarkus	I-ORG	0.82494
word.suffix3:kus	I-ORG	0.82494
word.lower():augustus	B-MISC	0.82474
word.prefix3:Gru	B-ORG	0.823175
word.prefix2:Ed	B-PER	0.822035
word.lower():jobk	B-PER	0.821731
word.suffix3:obk	B-PER	0.821731
word.suffix2:bk	B-PER	0.821731
word.prefix3:Job	B-PER	0.821731
word.suffix2:uu	O	0.821699
word.prefix2:Gl	B-LOC	0.821017
word.suffix3:van	I-PER	0.820833
word.suffix2:'s	B-PER	0.820774
word.prefix2:Ko	B-LOC	0.820401
word.lower():herwig	I-PER	0.820099
word.suffix3:WIG	I-PER	0.820099
word.suffix2:IG	I-PER	0.820099
word.prefix3:HER	I-PER	0.820099
word.prefix2:HE	I-PER	0.820099
word.prefix3:hem	I-LOC	0.819565
word.lower():jaantjewicht	B-PER	0.819553
word.suffix3:ers	O	0.819276
prev_word.lower():dien	I-LOC	0.819027
word.lower():asmodeüs	B-PER	0.818948
word.suffix3:eüs	B-PER	0.818948
word.suffix2:üs	B-PER	0.818948
word.prefix3:Asm	B-PER	0.818948
word.prefix2:Li	B-PER	0.818804
word.prefix2:me	B-ORG	0.81836
word.suffix3:rak	B-LOC	0.81822
word.wordshape():Xxxx	I-LOC	0.817928
next_word.lower():tou	B-LOC	0.817688
prev_word.lower():gaist	B-PER	0.817682
word.suffix2:na	B-ORG	0.81759
word.suffix2:ra	B-MISC	0.8171
word.lower():tunica	B-MISC	0.817027
word.suffix3:ica	B-MISC	0.817027
word.suffix2:ca	B-MISC	0.817027
word.prefix3:Tun	B-MISC	0.817027
prev_word.lower():,	B-LOC	0.816882
word.prefix3:Twi	B-PER	0.816638
word.prefix3:Vol	B-MISC	0.816345
next_word.lower():wodde	B-MISC	0.816085
word.prefix3:Din	O	0.815696
next_word.lower():steurd	B-PER	0.815668
next_word.lower():tien	O	0.815274
word.lower():schouwburg	O	0.814851
